tempo_ms,temperatura_C,distancia_cm
83,26.06,10.37
1755,26.06,10.00
2788,26.06,10.00
3821,26.06,9.88
4853,26.06,10.00
5886,26.06,9.89
6920,26.06,9.89
7952,26.06,10.00
8985,26.06,9.89
10018,26.06,9.89
11051,26.06,10.00
12084,26.06,9.89
13117,26.06,10.35
14149,26.00,10.00
15182,26.06,10.00
16216,26.06,9.89
17248,26.06,9.89
18919,26.12,9.88
20590,26.06,9.88
22261,26.06,9.98
23294,26.06,10.00
24328,26.06,9.88
25360,26.12,10.76
27032,26.12,10.78
28064,26.06,10.47
29097,26.06,10.00
30131,26.06,9.89
