tempo_ms,temperatura_C,distancia_cm
263662,26.31,19.53
264695,26.25,19.53
265729,26.31,19.55
266763,26.31,19.53
267796,26.31,19.96
268829,26.31,19.55
269863,26.31,19.55
270897,26.31,19.55
271930,26.31,19.96
272964,26.31,19.55
273997,26.31,19.53
275031,26.31,19.53
276065,26.31,19.53
277098,26.25,20.33
278131,26.31,20.43
279165,26.25,20.43
280199,26.31,19.55
281232,26.31,20.43
282904,26.31,20.43
283938,26.31,20.43
285609,26.31,20.43
286644,26.31,20.43
287677,26.31,20.33
288710,26.31,20.43
289744,26.25,20.43
290778,26.31,20.43
291811,26.31,20.43
292845,26.31,20.43
293878,26.25,20.43
294913,26.31,20.43
295946,26.31,20.31
296979,26.25,20.43
298013,26.31,20.43
299046,26.25,20.43
300080,26.31,20.43
301752,26.31,20.43
302786,26.31,20.43
304457,26.31,20.43
305491,26.25,20.43
306525,26.25,20.33
307558,26.31,20.45
308592,26.31,20.43
309625,26.25,20.43
310659,26.25,20.43
311693,26.25,19.57
312726,26.25,20.45
313760,26.31,20.45
315431,26.31,20.43
316466,26.25,20.43
317499,26.25,20.35
318532,26.31,20.45
319566,26.31,20.01
320600,26.31,20.45
321633,26.25,20.01
322667,26.25,20.01
323700,26.25,20.01
324733,26.25,20.03
326406,26.25,20.03
327440,26.31,20.01
329111,26.31,20.01
330145,26.25,20.03
331179,26.31,19.92
332212,26.31,20.01
333246,26.31,20.01
334279,26.31,19.92
335312,26.25,20.03
336347,26.31,20.03
337380,26.31,19.91
338413,26.31,20.01
339447,26.31,20.03
340481,26.31,20.03
341514,26.25,20.01
342548,26.31,20.01
343581,26.31,20.01
344614,26.31,20.03
345649,26.31,20.03
346682,26.31,20.03
347716,26.31,20.01
349387,26.31,20.01
350422,26.31,20.03
351455,26.31,19.92
352488,26.31,20.01
353522,26.31,20.01
354555,26.31,19.91
355589,26.25,20.01
356623,26.25,20.01
357656,26.31,19.92
358689,26.25,20.03
359724,26.31,20.03
360757,26.31,20.03
361790,26.25,20.01
362824,26.31,20.03
363857,26.31,20.01
364891,26.25,20.01
365925,26.25,20.03
366958,26.25,20.01
367991,26.31,20.03
369664,26.31,20.01
370697,26.31,20.03
